,Iteration,Time,Fitness,use_fast_mimic,Population Size,Keep Percent,max_iters
0,0,0.004970600000000047,1.0,True,370,0.35,100
1,1,0.02248130000000259,14.0,True,370,0.35,100
2,2,0.036101700000003234,14.0,True,370,0.35,100
3,3,0.04931720000000439,14.0,True,370,0.35,100
4,4,0.06266250000000184,14.0,True,370,0.35,100
5,5,0.07981980000000277,16.0,True,370,0.35,100
6,6,0.09719900000000337,16.0,True,370,0.35,100
7,7,0.10925620000000436,42.0,True,370,0.35,100
8,8,0.12285340000000389,42.0,True,370,0.35,100
9,9,0.1361514000000028,42.0,True,370,0.35,100
10,10,0.148959099999999,42.0,True,370,0.35,100
11,11,0.16742570000000256,42.0,True,370,0.35,100
12,12,0.18572620000000484,42.0,True,370,0.35,100
13,13,0.20466000000000406,44.0,True,370,0.35,100
14,14,0.22338140000000095,44.0,True,370,0.35,100
15,15,0.24242270000000588,44.0,True,370,0.35,100
16,16,0.2616216000000051,44.0,True,370,0.35,100
17,17,0.28027560000000307,44.0,True,370,0.35,100
18,18,0.2992660000000029,44.0,True,370,0.35,100
19,19,0.31777040000000056,44.0,True,370,0.35,100
20,20,0.33692920000000015,44.0,True,370,0.35,100
21,21,0.35572220000000243,44.0,True,370,0.35,100
22,22,0.37434620000000507,44.0,True,370,0.35,100
23,23,0.39317480000000415,44.0,True,370,0.35,100
