,Iteration,Time,Fitness,use_fast_mimic,Population Size,Keep Percent,max_iters
0,0,0.003520699999999266,2031.0,False,100,0.25,100
1,1,1.9521160000000002,2186.0,False,100,0.25,100
2,2,4.047762599999999,2188.0,False,100,0.25,100
3,3,6.119323900000001,2188.0,False,100,0.25,100
4,4,8.1919233,2189.0,False,100,0.25,100
5,5,10.266043,2189.0,False,100,0.25,100
6,6,12.340324600000002,2193.0,False,100,0.25,100
7,7,14.431784399999998,2193.0,False,100,0.25,100
8,8,16.543621799999997,2193.0,False,100,0.25,100
9,9,18.6532124,2193.0,False,100,0.25,100
10,10,20.7457712,2193.0,False,100,0.25,100
11,11,22.8535618,2193.0,False,100,0.25,100
