,Iteration,Time,Fitness,use_fast_mimic,Population Size,Keep Percent,max_iters
0,0,0.005748699999999829,0.0,True,200,0.35,150
1,1,0.01962699999999984,62.0,True,200,0.35,150
2,2,0.028762900000000258,63.0,True,200,0.35,150
3,3,0.03776389999999985,63.0,True,200,0.35,150
4,4,0.04620289999999905,63.0,True,200,0.35,150
5,5,0.054912399999999195,63.0,True,200,0.35,150
6,6,0.06336969999999909,63.0,True,200,0.35,150
7,7,0.0718596999999992,63.0,True,200,0.35,150
8,8,0.0802505,63.0,True,200,0.35,150
9,9,0.08874929999999992,63.0,True,200,0.35,150
10,10,0.0972969999999993,63.0,True,200,0.35,150
11,11,0.1057427999999998,63.0,True,200,0.35,150
12,12,0.11439189999999932,63.0,True,200,0.35,150
13,13,0.12302699999999867,63.0,True,200,0.35,150
14,14,0.13191609999999976,63.0,True,200,0.35,150
15,15,0.1403264999999987,63.0,True,200,0.35,150
16,16,0.14879260000000016,63.0,True,200,0.35,150
17,17,0.15716339999999995,63.0,True,200,0.35,150
