,Iteration,Time,Fitness,use_fast_mimic,Population Size,Keep Percent,max_iters
0,0,0.0050485000000008995,1.0,True,370,0.35,100
1,1,0.03577560000000091,10.0,True,370,0.35,100
2,2,0.06267509999999987,10.0,True,370,0.35,100
3,3,0.08826270000000136,10.0,True,370,0.35,100
4,4,0.1123449999999977,12.0,True,370,0.35,100
5,5,0.13748049999999523,13.0,True,370,0.35,100
6,6,0.1632013999999984,14.0,True,370,0.35,100
7,7,0.18782439999999667,14.0,True,370,0.35,100
8,8,0.21418519999999575,14.0,True,370,0.35,100
9,9,0.24203269999999577,20.0,True,370,0.35,100
10,10,0.26768169999999714,76.0,True,370,0.35,100
11,11,0.2925419999999974,77.0,True,370,0.35,100
12,12,0.31757619999999775,77.0,True,370,0.35,100
13,13,0.36026319999999856,77.0,True,370,0.35,100
14,14,0.40291159999999593,77.0,True,370,0.35,100
15,15,0.44585719999999895,77.0,True,370,0.35,100
16,16,0.49020769999999914,77.0,True,370,0.35,100
17,17,0.5324232999999978,77.0,True,370,0.35,100
18,18,0.5752862000000007,77.0,True,370,0.35,100
19,19,0.6181428999999952,77.0,True,370,0.35,100
20,20,0.6616457999999952,77.0,True,370,0.35,100
21,21,0.7045113000000001,77.0,True,370,0.35,100
