,Iteration,Time,Fitness,use_fast_mimic,Population Size,Keep Percent,max_iters
0,0,0.04593389999996589,12.0,False,490,0.2,100
1,1,0.711016299999983,25.0,False,490,0.2,100
2,2,1.5387946999999826,29.0,False,490,0.2,100
3,3,2.3397550999999908,30.0,False,490,0.2,100
4,4,2.923063799999966,30.0,False,490,0.2,100
5,5,3.583099999999945,30.0,False,490,0.2,100
6,6,4.379862200000048,30.0,False,490,0.2,100
7,7,5.098519300000021,30.0,False,490,0.2,100
8,8,5.938708600000041,30.0,False,490,0.2,100
9,9,6.787634400000002,30.0,False,490,0.2,100
10,10,7.653171499999985,30.0,False,490,0.2,100
11,11,8.779554100000041,30.0,False,490,0.2,100
12,12,9.602747600000043,30.0,False,490,0.2,100
13,13,10.505889499999967,30.0,False,490,0.2,100
