,Iteration,Time,Fitness,use_fast_mimic,Population Size,Keep Percent,max_iters
0,0,0.004870100000001543,1.0,True,370,0.35,100
1,1,0.018916300000000774,30.0,True,370,0.35,100
2,2,0.027778300000001366,32.0,True,370,0.35,100
3,3,0.036530000000002616,32.0,True,370,0.35,100
4,4,0.04510460000000194,34.0,True,370,0.35,100
5,5,0.054655400000001464,34.0,True,370,0.35,100
6,6,0.06406610000000157,34.0,True,370,0.35,100
7,7,0.07385400000000075,35.0,True,370,0.35,100
8,8,0.08436340000000087,35.0,True,370,0.35,100
9,9,0.09408240000000134,35.0,True,370,0.35,100
10,10,0.10336110000000076,38.0,True,370,0.35,100
11,11,0.11320200000000114,38.0,True,370,0.35,100
12,12,0.12337600000000037,39.0,True,370,0.35,100
13,13,0.13341959999999986,39.0,True,370,0.35,100
14,14,0.14601170000000252,39.0,True,370,0.35,100
15,15,0.1582504,39.0,True,370,0.35,100
16,16,0.17037480000000116,39.0,True,370,0.35,100
17,17,0.1826457000000019,39.0,True,370,0.35,100
18,18,0.19482770000000116,39.0,True,370,0.35,100
19,19,0.20727440000000286,39.0,True,370,0.35,100
20,20,0.21948770000000195,39.0,True,370,0.35,100
21,21,0.23184610000000205,39.0,True,370,0.35,100
22,22,0.24407210000000035,39.0,True,370,0.35,100
