,Iteration,Time,Fitness,use_fast_mimic,Population Size,Keep Percent,max_iters
0,0,0.00739530000000066,37.0,False,200,0.4,100
1,1,2.2235320000000005,59.0,False,200,0.4,100
2,2,4.667831400000001,61.0,False,200,0.4,100
3,3,7.125347900000001,61.0,False,200,0.4,100
4,4,9.585226000000002,67.0,False,200,0.4,100
5,5,12.0324891,69.0,False,200,0.4,100
6,6,14.4012053,69.0,False,200,0.4,100
7,7,16.7034108,69.0,False,200,0.4,100
8,8,19.0136416,70.0,False,200,0.4,100
9,9,21.318740499999997,72.0,False,200,0.4,100
10,10,23.6527513,73.0,False,200,0.4,100
11,11,26.0615879,77.0,False,200,0.4,100
12,12,28.469426400000003,77.0,False,200,0.4,100
13,13,30.867274600000002,78.0,False,200,0.4,100
14,14,33.2964117,79.0,False,200,0.4,100
15,15,35.7093304,80.0,False,200,0.4,100
16,16,38.1584985,81.0,False,200,0.4,100
17,17,40.5137555,82.0,False,200,0.4,100
18,18,42.8589528,82.0,False,200,0.4,100
19,19,45.2122175,83.0,False,200,0.4,100
20,20,47.5668573,83.0,False,200,0.4,100
21,21,49.8588839,84.0,False,200,0.4,100
22,22,52.2321532,84.0,False,200,0.4,100
23,23,54.64730660000001,84.0,False,200,0.4,100
24,24,57.254179699999995,84.0,False,200,0.4,100
25,25,59.71187450000001,84.0,False,200,0.4,100
26,26,62.180988,85.0,False,200,0.4,100
27,27,64.5759062,85.0,False,200,0.4,100
28,28,66.9326877,86.0,False,200,0.4,100
29,29,69.2948567,86.0,False,200,0.4,100
30,30,71.6488546,86.0,False,200,0.4,100
31,31,74.0353485,86.0,False,200,0.4,100
32,32,76.4055977,86.0,False,200,0.4,100
33,33,78.8465621,86.0,False,200,0.4,100
