,Iteration,Time,Fitness,use_fast_mimic,Population Size,Keep Percent,max_iters
0,0,0.023936800000000424,122.0,True,250,0.35,100
1,1,0.05867500000000003,164.0,True,250,0.35,100
2,2,0.08616310000000027,194.0,True,250,0.35,100
3,3,0.11342350000000057,210.0,True,250,0.35,100
4,4,0.14001030000000014,252.0,True,250,0.35,100
5,5,0.16686900000000016,252.0,True,250,0.35,100
6,6,0.1932627,252.0,True,250,0.35,100
7,7,0.22068840000000023,252.0,True,250,0.35,100
8,8,0.24788480000000046,252.0,True,250,0.35,100
9,9,0.27531630000000007,252.0,True,250,0.35,100
