,Iteration,Time,Fitness,Restarts,max_iters,current_restart
0,0,6.86999999999216e-05,0.0,100,5000,0
1,1,0.0048330000000014195,0.0,100,5000,0
2,2,0.004872399999999999,0.0,100,5000,0
3,3,0.004906800000000544,0.0,100,5000,0
4,4,0.004938700000000296,0.0,100,5000,0
5,5,0.004970200000002478,0.0,100,5000,0
6,6,0.005002300000001014,0.0,100,5000,0
7,7,0.0050333000000009065,0.0,100,5000,0
8,8,0.005064000000000846,0.0,100,5000,0
9,9,0.0050954000000018596,0.0,100,5000,0
10,10,0.005125900000003014,0.0,100,5000,0
11,11,0.009604300000003008,0.0,100,5000,1
12,12,0.014103700000003272,0.0,100,5000,1
13,13,0.014144600000001617,0.0,100,5000,1
14,14,0.014180200000001975,0.0,100,5000,1
15,15,0.014213400000002707,0.0,100,5000,1
16,16,0.014246200000002318,0.0,100,5000,1
17,17,0.014278600000000807,0.0,100,5000,1
18,18,0.014310400000002943,0.0,100,5000,1
19,19,0.014342100000000357,0.0,100,5000,1
20,20,0.014378100000001837,0.0,100,5000,1
21,21,0.014409800000002804,0.0,100,5000,2
22,22,0.01864840000000001,0.0,100,5000,2
23,23,0.023343600000000464,0.0,100,5000,2
24,24,0.023388600000000537,0.0,100,5000,2
25,25,0.023425000000003138,0.0,100,5000,2
26,26,0.023459200000001346,0.0,100,5000,2
27,27,0.02349240000000208,0.0,100,5000,2
28,28,0.023525300000002858,0.0,100,5000,2
29,29,0.023557800000002516,0.0,100,5000,2
30,30,0.02358990000000105,0.0,100,5000,2
31,31,0.023622100000000756,0.0,100,5000,3
32,32,0.023654200000002845,0.0,100,5000,3
33,33,0.028874000000001843,0.0,100,5000,3
34,34,0.033246900000001745,0.0,100,5000,3
35,35,0.03328790000000126,0.0,100,5000,3
36,36,0.03332320000000166,0.0,100,5000,3
37,37,0.033356799999999964,0.0,100,5000,3
38,38,0.033394100000002425,0.0,100,5000,3
39,39,0.03342730000000316,0.0,100,5000,3
40,40,0.03346040000000272,0.0,100,5000,3
41,41,0.033492999999999995,0.0,100,5000,4
42,42,0.03352570000000199,0.0,100,5000,4
43,43,0.03355820000000165,0.0,100,5000,4
44,44,0.038540600000001035,0.0,100,5000,4
45,45,0.04329320000000081,0.0,100,5000,4
46,46,0.04333480000000023,0.0,100,5000,4
47,47,0.04337100000000049,0.0,100,5000,4
48,48,0.04340520000000225,0.0,100,5000,4
49,49,0.043438800000000555,0.0,100,5000,4
50,50,0.04347230000000124,0.0,100,5000,4
51,51,0.04350570000000076,0.0,100,5000,5
52,52,0.04353860000000154,0.0,100,5000,5
53,53,0.04357180000000227,0.0,100,5000,5
54,54,0.04360460000000188,0.0,100,5000,5
55,55,0.04792580000000157,0.0,100,5000,5
56,56,0.05242270000000104,0.0,100,5000,5
57,57,0.052464800000002754,0.0,100,5000,5
58,58,0.05250050000000073,0.0,100,5000,5
59,59,0.05253460000000132,0.0,100,5000,5
60,60,0.0525675000000021,0.0,100,5000,5
61,61,0.05260020000000054,0.0,100,5000,6
62,62,0.0526327000000002,0.0,100,5000,6
63,63,0.05266480000000229,0.0,100,5000,6
64,64,0.052697400000003114,0.0,100,5000,6
