,Iteration,Time,Fitness,Population Size,Mutation Rate,max_iters
0,0,0.006986600000004728,2851.0,150,0.01,100
1,1,0.03456009999996468,3024.0,150,0.01,100
2,2,0.047771899999986545,3024.0,150,0.01,100
3,3,0.06119559999996227,3024.0,150,0.01,100
4,4,0.07441109999996343,3030.0,150,0.01,100
5,5,0.08796929999999747,3030.0,150,0.01,100
6,6,0.10129910000000564,3030.0,150,0.01,100
7,7,0.11448599999999942,3030.0,150,0.01,100
8,8,0.12771039999995537,3030.0,150,0.01,100
9,9,0.1413259999999923,3030.0,150,0.01,100
10,10,0.005284600000038608,2851.0,150,0.02,100
11,11,0.024791300000003957,3024.0,150,0.02,100
12,12,0.037756700000045385,3024.0,150,0.02,100
13,13,0.05051670000000286,3026.0,150,0.02,100
14,14,0.06340650000004189,3026.0,150,0.02,100
15,15,0.07609650000000556,3029.0,150,0.02,100
16,16,0.08868430000001126,3029.0,150,0.02,100
17,17,0.10157110000000102,3029.0,150,0.02,100
18,18,0.11459950000005392,3030.0,150,0.02,100
19,19,0.1279828000000407,3030.0,150,0.02,100
20,20,0.14107700000005252,3030.0,150,0.02,100
21,21,0.15542310000000725,3030.0,150,0.02,100
22,22,0.1694747000000234,3030.0,150,0.02,100
23,23,0.18356020000004492,3030.0,150,0.02,100
24,24,0.007744599999966795,2851.0,150,0.03,100
25,25,0.030008099999975002,3024.0,150,0.03,100
26,26,0.04531009999999469,3024.0,150,0.03,100
27,27,0.05986369999999397,3024.0,150,0.03,100
28,28,0.0737015999999926,3029.0,150,0.03,100
29,29,0.08721259999998665,3029.0,150,0.03,100
30,30,0.10013429999997925,3029.0,150,0.03,100
31,31,0.11295369999999139,3029.0,150,0.03,100
32,32,0.12634700000000976,3029.0,150,0.03,100
33,33,0.13934430000000475,3029.0,150,0.03,100
34,34,0.00660019999997985,2851.0,150,0.04,100
35,35,0.026491299999975126,3024.0,150,0.04,100
36,36,0.0396118999999544,3027.0,150,0.04,100
37,37,0.053159199999981865,3029.0,150,0.04,100
38,38,0.0659466999999836,3029.0,150,0.04,100
39,39,0.07847859999998263,3029.0,150,0.04,100
40,40,0.09167370000000119,3029.0,150,0.04,100
41,41,0.10543359999996937,3029.0,150,0.04,100
42,42,0.11891479999997046,3029.0,150,0.04,100
43,43,0.005605000000002747,2851.0,150,0.05,100
44,44,0.029363999999986845,3024.0,150,0.05,100
45,45,0.04406410000001415,3027.0,150,0.05,100
46,46,0.05883080000000973,3027.0,150,0.05,100
47,47,0.07401329999999007,3027.0,150,0.05,100
48,48,0.08793239999999969,3027.0,150,0.05,100
49,49,0.1018624000000159,3027.0,150,0.05,100
50,50,0.11544870000000174,3027.0,150,0.05,100
51,51,0.006012399999974605,2851.0,150,0.060000000000000005,100
52,52,0.025705200000004425,3024.0,150,0.060000000000000005,100
53,53,0.03869120000001658,3024.0,150,0.060000000000000005,100
